2013 Treeline Meterological Hourly Data (Summary),,,,,,,,,
,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,
 ,[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University,,,,,,,
 ,URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,
,,,,,,,,,
,,,,,,,,,
 ,Column.Variable-units| Description,,,,,,,,
 ,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,
 ,2. Precipitation-mm| Cumulative Shielded Rain gage depth [mm],,,,,,,,
 ,3. AirTemperature-C| Air Temperature at 2m above ground Averaged [C]],,,,,,,,
 ,4. SolarRadiation-Watts/m2| Solar Radiation Averaged [Watts/m2],,,,,,,,
 ,5. Net Radiation-Watts/m2| Net Radiation Averaged [Watts/m2],,,,,,,,
 ,6. Relative Humidity-percent| Relative Humidity at 2m above ground Averaged [percent],,,,,,,,
 ,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,
 ,8. Wind Speed-m/s| Wind Speed at 2m above ground Averaged [m/s],,,,,,,,
 ,9.Snow Depth-cm| Filtered depth of snow above ground Acoustic Sensor [cm],,,,,,,,
 ,Note: -6999 denotes missing data,,,,,,,,
,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,
1/13/2013 20:00,31.4,-15.1,0,-44.17,84.3,352.8,2.45,39.56,
1/13/2013 21:00,31.4,-14.6,0,-42.68,83.4,348.5,5.1,39.6,
1/13/2013 22:00,31.4,-15,0,-43.1,83.9,6.6,3.82,39.62,
1/13/2013 23:00,31.4,-14.8,0,-42.68,83.8,8.8,4.53,39.62,
1/14/2013 0:00,31.4,-14.6,0,-45.65,83,348,5.51,39.6,
1/14/2013 1:00,31.4,-14.6,0,-18.9,81.9,4.4,4.72,39.58,
1/14/2013 2:00,31.4,-14.3,0,-19.32,82.2,7.1,4.8,39.56,
1/14/2013 3:00,31.4,-14.3,0,-16.98,82.4,345,6.01,39.52,
1/14/2013 4:00,31.4,-13.9,0,-16.77,79.7,338.2,9.06,39.47,
1/14/2013 5:00,31.4,-13.9,0,-18.25,79.7,341.7,8.67,39.39,
1/14/2013 6:00,31.4,-14.1,0,-22.29,80.2,350.2,8.53,39.3,
1/14/2013 7:00,31.4,-14,0,-4.88,79.8,345,6.94,39.19,
1/14/2013 8:00,31.4,-13.8,0.04,-7,80.1,334,3.33,39.08,
1/14/2013 9:00,31.4,-13.5,35.57,1.06,78.6,317.3,2.44,38.99,
1/14/2013 10:00,31.4,-13.2,125.1,8.91,80.1,253.8,1.64,38.93,
1/14/2013 11:00,31.4,-12.9,191.4,24.19,82.6,262.9,2.47,38.93,
1/14/2013 12:00,31.5,-11.9,319.4,21,82.7,175.9,1.42,39,
1/14/2013 13:00,31.5,-10.4,368.9,14.84,77.5,220.5,1.47,39.13,
1/14/2013 14:00,31.6,-10.6,475.2,57.24,79.3,226,1.53,39.35,
1/14/2013 15:00,31.6,-10.9,229,-3.6,83.8,246.4,1.86,39.64,
1/14/2013 16:00,31.6,-10.9,169.3,8.9,81.3,336.6,1.99,39.96,
1/14/2013 17:00,31.8,-11.2,30.06,-1.48,84.5,267.8,2.49,40.29,
1/14/2013 18:00,31.9,-12.2,0,-4.67,90.1,275.1,2.23,40.59,
1/14/2013 19:00,31.9,-11.7,0,-0.21,92.4,318.2,2.52,40.84,
1/14/2013 20:00,31.9,-11.4,0,-4.67,90.6,338.8,3.83,41.02,
1/14/2013 21:00,31.9,-10.9,0,-6.79,84.9,353.2,4.78,41.12,
1/14/2013 22:00,31.9,-10.5,0,-8.91,83.2,8.2,5.56,41.14,
1/14/2013 23:00,31.9,-10.2,0,-11.67,81.4,359,5.89,41.09,
1/15/2013 0:00,31.9,-10.1,0,-11.45,80.7,6.5,5.55,40.98,
1/15/2013 1:00,31.9,-10.1,0,-11.88,81.1,12.1,5.96,40.84,
1/15/2013 2:00,31.9,-9.9,0,-7,80.3,17.2,5.33,40.68,
1/15/2013 3:00,31.9,-9.6,0,-4.03,79.5,16.1,5.85,40.53,
1/15/2013 4:00,31.9,-9.5,0,-0.64,79,4.3,5.02,40.39,
1/15/2013 5:00,31.9,-9.2,0,-0.64,77.5,348.3,4.39,40.24,
1/15/2013 6:00,31.9,-9.2,0,-0.64,77.3,343.4,4.06,40.1,
1/15/2013 7:00,31.9,-9.2,0,0,79.1,348.5,3.26,39.97,
1/15/2013 8:00,31.9,-9.2,0,-0.42,80,267.9,2.16,39.86,
1/15/2013 9:00,31.9,-8.8,47.83,9.75,78,48.1,2.26,39.76,
1/15/2013 10:00,31.9,-8,148.4,-2.97,76.2,320.8,2.47,39.69,
1/15/2013 11:00,31.9,-7,373.9,25.02,73.1,321.4,3.27,39.63,
1/15/2013 12:00,31.9,-5.7,488.3,78,69.73,275.4,2.88,39.61,
1/15/2013 13:00,31.9,-4.7,546.1,133,64.68,232.6,2.31,39.59,
1/15/2013 14:00,31.9,-4.4,477.8,125,67.2,253.6,2.85,39.56,
1/15/2013 15:00,31.9,-6,300.9,61.44,74.6,273.4,3.56,39.54,
1/15/2013 16:00,31.9,-6.3,126.9,-7.63,75.1,243.3,2.28,39.51,
1/15/2013 17:00,31.9,-7.8,38.33,-30.53,80.7,234.7,1.77,39.48,
1/15/2013 18:00,31.9,-9.6,1.36,-33.08,86.1,23.8,1.42,39.43,
1/15/2013 19:00,31.9,-7,0,-32.24,85.3,308.2,2.88,39.38,
1/15/2013 20:00,31.9,-8.7,0,-33.94,89.3,350.9,1.4,39.33,
1/15/2013 21:00,31.9,-9.4,0,-38.19,89.5,47.3,1.74,39.26,
1/15/2013 22:00,31.9,-9.1,0,-34.79,91.3,322.1,1.19,39.17,
1/15/2013 23:00,31.9,-8.6,0,-32.67,90.9,316.2,1.7,39.04,
1/16/2013 0:00,31.9,-7.8,0,-37.34,89.1,310.6,1.62,38.87,
1/16/2013 1:00,31.9,-5.9,0,-38.6,80.7,257.5,2.2,38.69,
1/16/2013 2:00,31.9,-5.1,0,-45.8,75.4,289.3,2.63,38.51,
1/16/2013 3:00,31.9,-3.9,0,-38.38,70,306.7,4.28,38.36,
1/16/2013 4:00,31.9,-4.7,0,-34.77,72.3,300.2,3.43,38.24,
1/16/2013 5:00,31.9,-8.8,0,-41.14,83.7,308.4,2.34,38.13,
1/16/2013 6:00,31.9,-8.3,0,-47.09,83.5,304.4,2.23,38.03,
1/16/2013 7:00,31.9,-7.3,0,-19.52,84.5,355.5,1.31,37.95,
1/16/2013 8:00,31.9,-7.8,0.27,-30.55,88.5,272.3,0.88,37.89,
1/16/2013 9:00,31.9,-7.8,170.1,-66.83,85.1,329.2,1.66,37.85,
1/16/2013 10:00,31.9,-4.5,367.3,-55.56,64.36,106.1,0.9,37.84,
1/16/2013 11:00,31.9,-7.1,501.5,34.35,66.35,112.9,1.34,37.86,
1/16/2013 12:00,31.9,-6.8,601.5,121.7,65.75,146.8,1.63,37.91,
1/16/2013 13:00,31.9,-7,602.9,137.7,67.82,216.4,1.41,37.97,
1/16/2013 14:00,31.9,-6,553.3,142.4,66.35,202.4,1.44,38.02,
1/16/2013 15:00,31.9,-7.3,431.9,131.3,73.9,201.4,1.53,38.11,
1/16/2013 16:00,31.9,-7.7,191.4,-6.99,78.2,147.8,1.3,38.15,
1/16/2013 17:00,31.9,-8,29.1,-34.55,80.5,251.8,1.63,38.17,
1/16/2013 18:00,31.9,-8.6,0.87,-37.33,81.2,317.7,1.18,38.17,
1/16/2013 19:00,31.9,-10.6,0,-33.94,88,272,1.67,38.15,
1/16/2013 20:00,31.9,-10.5,0,-33.1,92.8,41,0.98,38.11,
1/16/2013 21:00,31.9,-11.8,0,-39.47,93.1,281.1,3.65,38.03,
1/16/2013 22:00,31.9,-11.7,0,-36.08,93.6,289.1,1.89,37.92,
1/16/2013 23:00,31.9,-12,0,-35.23,95.2,281.6,2.8,37.78,
1/17/2013 0:00,31.9,-12.5,0,-27.59,96,299.4,4.05,37.63,
1/17/2013 1:00,31.9,-12,0,-31.84,94,296.4,2.51,37.48,
1/17/2013 2:00,31.9,-10.9,0,-31.62,92.9,300.8,1.6,37.35,
1/17/2013 3:00,31.9,-10.7,0,-29.5,90.9,300.7,1.22,37.23,
1/17/2013 4:00,31.9,-10.3,0,-29.71,88.7,298.4,1.44,37.13,
1/17/2013 5:00,31.9,-11.7,0,-32.47,91.9,266.9,0.83,37.03,
1/17/2013 6:00,31.9,-12.4,0,-25.47,94.1,286.5,1.53,36.94,
1/17/2013 7:00,31.9,-11.8,0,-25.89,91.6,300.9,2.16,36.85,
1/17/2013 8:00,31.9,-11.8,0.5,-23.98,91.6,282.7,0.66,36.76,
1/17/2013 9:00,31.9,-11.1,184.2,-30.35,89.5,287,1.51,36.69,
1/17/2013 10:00,31.9,-8.4,361.6,-1.06,78.9,268.2,1.96,36.64,
1/17/2013 11:00,31.9,-8.1,471.7,45.8,76,256.3,2.6,36.64,
1/17/2013 12:00,31.9,-5.1,584,74.2,63.86,168.2,1.26,36.67,
1/17/2013 13:00,31.9,-5.2,716,121.6,65.05,115.5,1.6,36.75,
1/17/2013 14:00,31.9,-4.6,655.6,153.8,62.91,178.7,1.31,36.86,
1/17/2013 15:00,31.9,-5.2,487.3,137.9,66.01,264.1,1.67,37.01,
1/17/2013 16:00,31.9,-5.7,217.4,16.1,67.69,218.1,1.16,37.18,
1/17/2013 17:00,31.9,-7,30.98,-36.88,71.4,10.7,0.87,37.36,
1/17/2013 18:00,31.9,-7.6,1.11,-31.81,73.1,4.8,0.98,37.51,
1/17/2013 19:00,31.9,-8.1,0,-35.21,75.2,345.8,1.11,37.62,
1/17/2013 20:00,31.9,-8.7,0,-32.88,79.2,309.1,1.13,37.66,
1/17/2013 21:00,31.9,-8.9,0,-38.61,80.3,300.7,1.86,37.66,
1/17/2013 22:00,31.9,-8.1,0,-32.25,76.6,293.2,1.82,37.62,
1/17/2013 23:00,31.9,-8.5,0,-35.22,78,339.3,1.37,37.55,
1/18/2013 0:00,31.9,-8.2,0,-37.34,76.8,309.7,1.37,37.47,
1/18/2013 1:00,31.9,-8.4,0,-33.94,78.5,306.7,1.44,37.41,
1/18/2013 2:00,31.9,-8.7,0,-30.97,80.9,307,1.62,37.38,
1/18/2013 3:00,31.9,-8.8,0,-38.61,82.6,304.2,1.98,37.38,
1/18/2013 4:00,31.9,-7.8,0,-43.49,77.5,306.4,2.9,37.38,
1/18/2013 5:00,31.9,-8,0,-34.15,78.6,307.2,2.48,37.37,
1/18/2013 6:00,31.9,-8.4,0,-28.22,80.4,308.3,2.55,37.33,
1/18/2013 7:00,31.9,-8.6,0,-36.49,81.4,303.2,2.55,37.26,
1/18/2013 8:00,31.9,-8.8,0.48,-32.88,81,327.7,2.04,37.17,
1/18/2013 9:00,31.9,-8.1,116.1,-69.58,79.2,289.8,1.23,37.05,
1/18/2013 10:00,31.9,-4.5,299.6,-24.6,62.39,243.8,1.34,36.91,
1/18/2013 11:00,31.9,-4.6,444.4,40.27,64.01,252.1,2.69,36.75,
1/18/2013 12:00,31.9,-4.3,561.5,115.3,65.3,250,2.45,36.63,
1/18/2013 13:00,31.9,-3.8,599.3,97.4,62.08,169,1.75,36.57,
1/18/2013 14:00,31.9,-3.2,502.3,131.3,61.68,183.4,1.29,36.55,
1/18/2013 15:00,31.9,-2.8,297.3,52.94,64.18,133.8,1.16,36.58,
1/18/2013 16:00,31.9,-2,252.4,-0.21,58.9,159.4,1.14,36.65,
1/18/2013 17:00,31.9,-1.3,31.5,-38.98,45.54,273.6,2.64,36.73,
1/18/2013 18:00,31.9,-2.6,1,-41.11,51.3,304.6,1.95,36.82,
1/18/2013 19:00,31.9,-2.6,0,-38.58,47.22,307.5,1.25,36.92,
1/18/2013 20:00,31.9,-2.8,0,-35.61,45.32,339.1,1.84,37,
1/18/2013 21:00,31.9,-2.9,0,-38.58,44.92,327.9,1.96,37.07,
1/18/2013 22:00,31.9,-0.9,0,-43.66,36.15,337.1,3.33,37.12,
1/18/2013 23:00,31.9,-0.3,0,-41.32,33.18,330.9,2.89,37.13,
1/19/2013 0:00,31.9,-0.2,0,-44.07,31.92,307.8,2.84,37.14,
1/19/2013 1:00,31.9,-1.2,0,-38.15,35.69,312,2.08,37.13,
1/19/2013 2:00,31.9,-2.1,0,-39.85,39.94,309.1,1.56,37.13,
1/19/2013 3:00,31.9,-2.1,0,-33.49,40.31,330.5,2.19,37.12,
1/19/2013 4:00,31.9,-1.5,0,-34.55,38.27,315.4,1.32,37.09,
1/19/2013 5:00,31.9,-1.9,0,-39,40.3,285.2,1.29,37.05,
1/19/2013 6:00,31.9,-2.9,0,-35.18,47.12,325.7,1.32,36.98,
1/19/2013 7:00,31.9,-8,0,-31.38,72.7,176.4,1.22,36.87,
1/19/2013 8:00,31.9,-7.8,0.81,-33.51,74,62.7,1.06,36.76,
1/19/2013 9:00,31.9,-8.9,85.9,-58.98,76.9,281.1,1.95,36.67,
1/19/2013 10:00,31.9,-7.2,285.7,-1.06,71,264.3,1.99,36.59,
1/19/2013 11:00,31.9,-5.2,449.3,34.35,64.43,229.2,1.41,36.54,
1/19/2013 12:00,31.9,-4.1,558.4,101.3,60.82,234,1.94,36.53,
1/19/2013 13:00,31.9,-3.9,600.5,184.3,63.02,250.8,2.6,36.54,
1/19/2013 14:00,31.9,-3.8,563.7,171.3,63.22,249.9,2.45,36.59,
1/19/2013 15:00,31.9,-1.6,451.7,136.1,57.94,241.2,1.33,36.64,
1/19/2013 16:00,31.9,-1.9,223.5,-14.18,60.37,199.7,0.91,36.69,
1/19/2013 17:00,31.9,-4.6,29.9,-46.18,71.2,189.8,0.94,36.74,
1/19/2013 18:00,31.9,-4.8,1.5,-40.7,71.2,334.4,1.06,36.76,
1/19/2013 19:00,31.9,-5.6,0,-38.17,67.61,227.1,1.01,36.77,
1/19/2013 20:00,31.9,-7,0,-34.36,68.65,308.2,0.74,36.75,
1/19/2013 21:00,31.9,-6.9,0,-34.79,68.14,296.3,0.85,36.71,
1/19/2013 22:00,31.9,-7.5,0,-44.55,70.6,299.2,1.25,36.65,
1/19/2013 23:00,31.9,-7.8,0,-33.94,73.1,293.2,2.22,36.59,
1/20/2013 0:00,31.9,-7.4,0,-29.91,71.2,283.5,1.93,36.55,
1/20/2013 1:00,31.9,-7,0,-50.06,69.12,287.9,3.55,36.52,
1/20/2013 2:00,31.9,-7.5,0,-44.12,71.3,287.1,3.49,36.51,
1/20/2013 3:00,31.9,-7.7,0,-32.24,70.2,286.9,2.67,36.49,
1/20/2013 4:00,31.9,-7.9,0,-43.28,68.59,286.8,2.46,36.5,
1/20/2013 5:00,31.9,-8,0,-36.7,71.2,294.4,2.31,36.49,
1/20/2013 6:00,31.9,-8,0,-33.52,70.9,305.7,1.52,36.45,
1/20/2013 7:00,31.9,-8.4,0,-41.16,72.5,302.5,1.76,36.36,
1/20/2013 8:00,31.9,-8.4,0.42,-30.97,72.2,338.3,2.13,36.22,
1/20/2013 9:00,31.9,-8.3,89.5,-54.31,73.9,319.3,1.38,36.06,
1/20/2013 10:00,31.9,-4.7,279.9,-33.5,60.32,89.4,1.27,35.88,
1/20/2013 11:00,31.9,-3.8,448,20.35,59.08,141.9,2.03,35.71,
1/20/2013 12:00,31.9,-4.4,555.8,70.8,64.45,143.7,1.59,35.57,
1/20/2013 13:00,31.9,-2.7,597.6,135.5,60.66,137.2,1.32,35.48,
1/20/2013 14:00,31.9,-2.1,565.3,152.4,62.91,155.4,1.34,35.46,
1/20/2013 15:00,31.9,-2.7,455.5,144.4,65.72,150.3,0.89,35.53,
1/20/2013 16:00,31.9,-1.9,230.6,-13.12,63,187.8,0.8,35.64,
1/20/2013 17:00,31.9,-4.6,44.54,-27.96,72.5,126.1,0.97,35.79,
1/20/2013 18:00,31.9,-6.1,2.32,-33.49,76.5,22,0.89,35.93,
1/20/2013 19:00,31.9,-5.4,0,-31.81,70.9,31.3,0.84,36.07,
1/20/2013 20:00,31.9,-5,0,-30.11,64.74,331.7,0.8,36.2,
1/20/2013 21:00,31.9,-5.1,0,-34.35,61.73,3.9,0.99,36.3,
1/20/2013 22:00,31.9,-6.4,0,-39.87,65.27,248.5,1.82,36.35,
1/20/2013 23:00,31.9,-6.5,0,-31.81,64.43,270.1,1.46,36.36,
1/21/2013 0:00,31.9,-8.2,0,-37.11,74.4,280.1,3.08,36.36,
1/21/2013 1:00,31.9,-8.4,0,-34.79,76.7,286.4,2.26,36.37,
1/21/2013 2:00,31.9,-7.8,0,-28,74.9,294.5,2.13,36.38,
1/21/2013 3:00,31.9,-6.1,0,-29.06,63.74,266.1,1.08,36.4,
1/21/2013 4:00,31.9,-6.4,0,-26.3,68.11,286.8,2.88,36.41,
1/21/2013 5:00,31.9,-6.1,0,-31.39,65.55,289.3,1.45,36.41,
1/21/2013 6:00,31.9,-6.3,0,-35.2,66.98,305.5,1.11,36.39,
1/21/2013 7:00,31.9,-7.8,0,-24.6,74.3,287,1.18,36.33,
1/21/2013 8:00,31.9,-5.5,0.73,-37.32,58.99,312.5,1.26,36.24,
1/21/2013 9:00,31.9,-6.3,92.8,-64.47,65.56,14.7,1.62,36.13,
1/21/2013 10:00,31.9,-2.5,288.2,-28.41,54.57,113.6,1.15,36.01,
1/21/2013 11:00,31.9,-2.7,455.1,41.95,58.05,259.8,2.83,35.89,
1/21/2013 12:00,31.9,-2.3,567.2,104.9,59.23,245.7,2.58,35.77,
1/21/2013 13:00,31.9,-1.9,610.8,148.2,60.21,152.1,1.69,35.67,
1/21/2013 14:00,31.9,0.1,578.4,158.7,55.43,147.5,1.93,35.58,
1/21/2013 15:00,31.9,-1.8,466.7,141.4,64.05,229.2,2.27,35.53,
1/21/2013 16:00,31.9,-0.6,228,7.62,62.6,228.2,1.41,35.53,
1/21/2013 17:00,31.9,-1.6,36.33,-40.24,65.3,254.9,1.35,35.56,
1/21/2013 18:00,31.9,-2.5,2.7,-45.34,66.37,271.2,1.9,35.63,
1/21/2013 19:00,31.9,-2.8,0,-40.27,66.96,283.9,1.22,35.71,
1/21/2013 20:00,31.9,-3.9,0,-39.85,67.48,282.7,2.37,35.79,
1/21/2013 21:00,31.9,-3.1,0,-49.61,59.35,295.1,2.04,35.87,
1/21/2013 22:00,31.9,-2.3,0,-50.45,48.17,293,2.88,35.93,
1/21/2013 23:00,31.9,-2.4,0,-47.05,46.83,293.6,1.74,35.97,
1/22/2013 0:00,31.9,-3.2,0,-42.18,50.18,300.9,1.95,35.98,
1/22/2013 1:00,31.9,-2.7,0,-50.03,49.34,281.3,1.13,35.96,
1/22/2013 2:00,31.9,-3.2,0,-39.43,50.82,296.5,1.9,35.93,
1/22/2013 3:00,31.9,-3.2,0,-41.98,50.91,311,1.61,35.87,
1/22/2013 4:00,31.9,-3.1,0,-41.55,50.28,336.5,2.74,35.82,
1/22/2013 5:00,31.9,-2.6,0,-51.72,47.04,306.2,1.58,35.75,
1/22/2013 6:00,31.9,-3.9,0,-56.39,52.49,296,2.83,35.68,
1/22/2013 7:00,31.9,-2.9,0,-39.01,47.79,290,2.19,35.59,
1/22/2013 8:00,31.9,-3.7,1.19,-40.28,50.72,298.8,1.14,35.49,
1/22/2013 9:00,31.9,-4,96.2,-69.13,53.54,283,1.95,35.41,
1/22/2013 10:00,31.9,-1.7,286.9,-10.17,51.13,278.3,2.59,35.34,
1/22/2013 11:00,31.9,-1.3,469.2,28.81,53.33,176.8,2.19,35.31,
1/22/2013 12:00,31.9,1.5,576.1,99.1,38.81,127.3,2.11,35.32,
1/22/2013 13:00,31.9,1.8,515.8,88,39.04,107.4,2.26,35.33,
1/22/2013 14:00,31.9,1.5,557,149.8,39.41,121,2.14,35.37,
1/22/2013 15:00,31.9,2.2,448.5,137.9,35.85,166.2,2.74,35.45,
1/22/2013 16:00,31.9,2,196.9,39.58,36.12,179.8,2.32,35.55,
1/22/2013 17:00,31.9,0.2,53.9,-34.94,40.26,114.2,3.34,35.65,
1/22/2013 18:00,31.9,0.6,2.72,-42.79,35.56,109.2,3.75,35.75,
1/22/2013 19:00,31.9,-0.5,1.98,-42.37,39.59,95.5,2.94,35.86,
1/22/2013 20:00,31.9,0.2,2.35,-39.83,36.18,79.6,2.95,35.97,
1/22/2013 21:00,31.9,-0.3,1.5,-25.85,37.43,98.9,3.03,36.07,
1/22/2013 22:00,31.9,1.9,2.35,-44.49,28.65,104.8,5.43,36.14,
1/22/2013 23:00,31.9,1.4,2.29,-51.69,29.57,88.6,5.14,36.18,
1/23/2013 0:00,31.9,-0.4,0.87,-37.29,37.45,96.2,3.76,36.2,
1/23/2013 1:00,31.9,-0.5,0,-34.53,36.46,95.2,3.26,36.21,
1/23/2013 2:00,31.9,-2.3,0,-33.06,44.05,340.4,1.53,36.22,
1/23/2013 3:00,31.9,-1.1,0,-37.94,38.05,292.1,1.22,36.22,
1/23/2013 4:00,31.9,-1.1,0.34,-31.37,38.85,336,2.75,36.21,
1/23/2013 5:00,31.9,-0.4,0,-39.83,38.98,65,3.85,36.18,
1/23/2013 6:00,31.9,0.1,1.21,-40.68,34.98,76,4.26,36.14,
1/23/2013 7:00,31.9,-0.6,0,-33.47,37.42,209.9,2.47,36.06,
1/23/2013 8:00,31.9,-1.6,0.27,-25,42.13,49.5,1.7,35.98,
1/23/2013 9:00,31.9,1,43.24,13.98,32.83,81.4,4.89,35.9,
1/23/2013 10:00,31.9,2.4,150.9,8.05,30.55,86.3,6.26,35.82,
1/23/2013 11:00,31.9,3.6,186.8,12.28,28.37,93.3,6.12,35.73,
1/23/2013 12:00,31.9,4.7,347,18.63,26.31,91.2,7.34,35.64,
1/23/2013 13:00,31.9,5.3,428.7,35.55,29.92,101,7.94,35.55,
1/23/2013 14:00,31.9,1.7,258.4,30.05,42.88,102.7,5.19,35.49,
1/23/2013 15:00,31.9,5,209.1,14.82,28.43,90.7,9.28,35.44,
1/23/2013 16:00,31.9,4.6,182,-2.75,30.09,87.2,7.75,35.4,
1/23/2013 17:00,31.9,4.9,43.53,-4.87,28.69,85.6,6.91,35.38,
1/23/2013 18:00,31.9,3,2.66,12.28,37.03,79.2,5.4,35.38,
1/23/2013 19:00,31.9,5.1,1.17,-1.91,28.06,89.8,5.93,35.41,
1/23/2013 20:00,31.9,4.3,1.17,4.66,33.06,81.6,8.5,35.52,
1/23/2013 21:00,31.9,5,1.17,-2.33,31.81,104.9,3.37,35.63,
1/23/2013 22:00,31.9,5.6,1.16,106.7,27.67,79.1,5.83,35.78,
1/23/2013 23:00,31.9,3.5,0.82,-6.35,42.13,96.7,4.66,35.96,
1/24/2013 0:00,31.9,2.9,1.17,-1.48,41.55,171.8,2.63,36.19,
1/24/2013 1:00,32,1.9,1.15,-5.51,62.97,71.9,2.28,36.44,
1/24/2013 2:00,32.2,0.4,1.16,-1.06,84.2,107.2,1.96,36.66,
1/24/2013 3:00,32.9,-0.6,1.17,-1.91,100,109.8,2.23,36.83,
1/24/2013 4:00,33.6,-0.5,1.32,0,100,107,0.92,36.96,
1/24/2013 5:00,33.6,-0.3,1.17,-7.62,100,61.7,0.63,37.07,
1/24/2013 6:00,33.8,0,0,-8.47,100,294.4,0.65,37.14,
1/24/2013 7:00,34.3,-0.1,0,-2.75,100,274.4,0.68,37.19,
1/24/2013 8:00,34.5,-0.3,0,-8.05,100,262.3,0.68,37.25,
1/24/2013 9:00,34.5,-0.2,7.29,-18.64,100,276.3,0.7,37.25,
1/24/2013 10:00,34.8,0,55.19,-41.93,100,217.8,0.69,37.21,
1/24/2013 11:00,34.8,0.5,74.8,-48.7,100,159.2,0.66,37.17,
1/24/2013 12:00,34.8,0.8,191.6,-190.6,99.2,93.2,1.37,37.06,
1/24/2013 13:00,34.8,1.5,280.2,40.44,97.9,142.1,1.46,36.97,
1/24/2013 14:00,34.8,2,235.1,44.45,94.8,238,1.51,36.85,
1/24/2013 15:00,34.8,1.5,165.8,31.11,93.5,192.5,1.66,36.72,
1/24/2013 16:00,34.9,1,90.7,12.7,94.7,151.2,1.41,36.6,
1/24/2013 17:00,34.9,0.7,83.1,3.6,95.3,75.9,3.15,36.48,
1/24/2013 18:00,34.9,1.1,3.47,-1.06,93.1,22.6,1.52,36.37,
1/24/2013 19:00,34.9,1.3,1.85,-0.21,91.1,12,2.3,36.26,
1/24/2013 20:00,34.9,1.9,1.98,5.51,88.6,60.2,3.88,36.14,
1/24/2013 21:00,35,2.9,1.88,-12.28,82,84.1,5.32,36.03,
1/24/2013 22:00,35,2.5,1.85,-19.48,87.2,43.6,3.48,35.94,
1/24/2013 23:00,35.1,2.5,1.84,-18.63,87.4,92.4,3.95,35.87,
1/25/2013 0:00,35.1,2.4,1.56,-13.55,87.8,116.3,2.28,35.82,
1/25/2013 1:00,35.1,2.1,1.54,-24.99,90.4,83.7,6.3,35.76,
1/25/2013 2:00,35.1,2.4,1.45,-17.79,88.6,81.7,4.77,35.69,
1/25/2013 3:00,35.1,2.2,1.54,-19.06,89.6,79.4,4.48,35.62,
1/25/2013 4:00,35.1,2.4,1.56,-20.33,88.1,82.8,4.64,35.55,
1/25/2013 5:00,35.1,2.5,1.56,-30.91,87.2,73.3,3.35,35.46,
1/25/2013 6:00,35.1,2.6,1.62,-23.72,84.7,80.4,4.43,35.36,
1/25/2013 7:00,35.1,2.7,1.55,-16.94,84.4,74.5,3.94,35.23,
1/25/2013 8:00,35.1,2.4,2.71,-16.52,87.3,85.1,4.76,35.05,
1/25/2013 9:00,35.1,2.2,30.26,-3.18,89.5,82,4.64,34.82,
1/25/2013 10:00,35.1,2.7,133.2,-1.91,87.1,110.3,4.52,34.52,
1/25/2013 11:00,35.1,3,309,40.22,85.4,83.9,8.33,34.17,
1/25/2013 12:00,35.1,3.2,269.1,36.83,85.9,90.3,6.68,33.77,
1/25/2013 13:00,35.1,3.5,207.5,24.97,84.2,91.7,6.12,33.34,
1/25/2013 14:00,35.1,3.7,187.9,30.05,83.3,96.2,6.37,32.89,
1/25/2013 15:00,35.1,3.7,248.6,30.48,83.2,89,5.65,32.43,
1/25/2013 16:00,35.1,3.8,126.4,16.93,83.7,130.1,4.71,31.99,
1/25/2013 17:00,35.1,3.3,25.93,7.62,86.4,144.7,4.9,31.58,
1/25/2013 18:00,35.2,3,2.34,2.75,88.7,156.1,6.07,31.2,
1/25/2013 19:00,35.2,2.8,1.33,-6.77,91.2,162.9,4.6,30.86,
1/25/2013 20:00,37.2,1.9,1.47,-0.64,97.6,172,3.37,30.56,
1/25/2013 21:00,39,1.4,1.5,2.75,100,178.8,2.84,30.32,
1/25/2013 22:00,40,1.3,1.52,0.64,100,132.7,2.88,30.11,
1/25/2013 23:00,40,1.8,1.41,0.21,97.6,90.3,5.68,29.94,
1/26/2013 0:00,40.3,1.5,1.25,4.24,99.9,161.6,1.95,29.79,
1/26/2013 1:00,40.4,1.7,1.15,1.06,100,55.5,2.88,29.68,
1/26/2013 2:00,40.4,2.1,1.17,0.21,96.5,40.6,1.68,29.57,
1/26/2013 3:00,40.4,2.5,1.17,-7.62,95.1,60.5,2.01,29.48,
1/26/2013 4:00,40.4,2.6,1.17,-35.78,94.2,68.5,2.63,29.38,
1/26/2013 5:00,40.4,2.6,1.15,-17.57,92.7,79.4,6.34,29.28,
1/26/2013 6:00,40.8,2.9,1.17,-4.02,91.4,87.6,2.69,29.15,
1/26/2013 7:00,41,2.3,1.17,-17.79,94.5,84.3,4.49,29,
1/26/2013 8:00,41.1,3,1.93,-24.56,89.7,76.6,5.26,28.82,
1/26/2013 9:00,41.1,2.9,27.28,-3.6,90.5,134.9,3.57,28.57,
